timestamp,temperature,cloud_cover,solar_irradiance,solar_generation,load
2022-01-01 00:00:00,20.796586775541208,0.0,0.0,0.8320849539763808,225.48325055500612
2022-01-01 01:00:00,23.344180316203825,0.01078499145886247,0.0,0.0,235.47192849719934
2022-01-01 02:00:00,24.843280526272338,0.05402809545274656,0.0,0.0,239.81651959590098
2022-01-01 03:00:00,25.712389614401577,0.08314754143309182,0.0,2.4455605541323684,242.34445720963737
2022-01-01 04:00:00,27.121683193343305,0.08802882619746576,0.0,0.0,249.59769235391033
2022-01-01 05:00:00,27.270828969761116,0.07738631977813981,0.0,0.0,249.42951096625742
2022-01-01 06:00:00,27.68940307053681,0.09761722328089466,0.0,1.583323926351458,275.2497495038176
2022-01-01 07:00:00,26.791290902263196,0.1465696743672671,0.0,0.0,295.49873593128063
2022-01-01 08:00:00,25.891998142989497,0.19623837551660644,0.0,0.0,301.9632342565712
2022-01-01 09:00:00,25.311065494695445,0.23690781050783918,0.1585859344118847,0.7246260207456318,311.62031049136414
2022-01-01 10:00:00,24.58563990342393,0.22638724488532158,401.7162945629069,7.535788998430624,317.17347513632996
2022-01-01 11:00:00,23.328046328773482,0.20983626674929085,687.680096844066,11.555914734615467,303.13181559157533
2022-01-01 12:00:00,21.81453683174068,0.23289253690555567,747.1077326233759,12.332574794914581,298.90682754235024
2022-01-01 13:00:00,20.22164386903389,0.2555977684888093,608.4106645010959,9.236435640285096,290.80367761606465
2022-01-01 14:00:00,18.27434766679417,0.26960321179467045,333.4769236997176,7.639570691528271,289.01011426941983
2022-01-01 15:00:00,16.93780208396694,0.22717952950299664,0.13130283221742414,0.0,275.4557229404484
2022-01-01 16:00:00,16.015680535859396,0.21692285083707025,0.0,0.0,271.5232154410464
2022-01-01 17:00:00,16.051348385094638,0.22703351021097273,0.0,0.19611018182133705,288.48791882048454
2022-01-01 18:00:00,16.0724127692074,0.24724990879502956,0.0,2.867133810440245,301.2004875279694
2022-01-01 19:00:00,15.61743469010272,0.2707277849247458,0.0,0.2649475031630943,312.5429751331968
2022-01-01 20:00:00,16.526936337298302,0.2766571993841196,0.0,1.1765199953127516,304.3521876935718
2022-01-01 21:00:00,17.44758328682602,0.2858860643332569,0.0,0.20547975233480373,268.2054955871282
2022-01-01 22:00:00,18.54983624173154,0.28818936807967577,0.0,1.8245129658336563,243.3950058893796
2022-01-01 23:00:00,20.402597268487575,0.30365607085944474,0.0,3.9305836275963237,217.02443840175513
2022-01-02 00:00:00,22.45022885141674,0.3084077410684358,0.0,0.0,222.50340495738848
